pair_label,pair_label_display,layer,n,mean_cos_org,mean_cos_new,mean_centered_cos_org,mean_centered_cos_new,mean_projection,mean_normalized_projection
1,1: new,22,365,0.9599185256687077,0.967234554207774,0.8964120412650752,0.9169709169632125,0.27733437088299007,0.03657910601609658
1,1: new,23,365,0.9537689685716887,0.9633686805739812,0.900486341059492,0.9221996787782507,0.3367878232541882,0.04887275377982335
1,1: new,24,365,0.9534513288451391,0.9632623225566554,0.9012410163849456,0.9233227406098115,0.37030240635640094,0.055094561053308774
1,1: new,25,365,0.9552687853650226,0.964688766602905,0.9013517869454724,0.9236933965158972,0.38672391769559317,0.05576949276722296
1,1: new,26,365,0.9649108449138493,0.9726954723688704,0.8995464283617869,0.9247523872522254,0.4633491568398836,0.0490747137105537
1,1: new,27,365,0.9520482896097846,0.9636444701930692,0.9054021475275706,0.9294098959832087,0.5590091947746372,0.07815416224035017
1,1: new,28,365,0.954846536523844,0.9655810111231095,0.9037399861754172,0.9282014075091448,0.6885943385348287,0.08188797271685497
1,1: new,29,365,0.9508917705238329,0.9627073786319472,0.9023939506954344,0.9272643106773375,0.7775399791306021,0.07884584773393404
1,1: new,30,365,0.9495672100455566,0.9612330597097196,0.9003899020859558,0.9252582664092224,0.9220731273021812,0.07811175086930891
1,1: new,31,365,0.9394807533918575,0.9551190770388864,0.8959480616611527,0.9236818966272409,3.2625430047978394,0.09683288817992775
2,2: org,0,404,0.9999014644425227,0.9998864449196131,0.9139205280701035,0.9009448169771858,-0.001860022781935153,-0.12203532373009873
2,2: org,1,404,0.9997372722904425,0.9997050091577644,0.9400191925619038,0.9341884867204433,-0.0025215105010636244,-0.09590755389818621
2,2: org,2,404,0.9992206233815382,0.9991663996507023,0.931055060600474,0.927534321882654,-0.0021684407764909442,-0.05301879715364481
2,2: org,3,404,0.9974670118436624,0.9971060408788662,0.9406111284354728,0.9331832114421434,-0.018887812766885,-0.17891922365151192
2,2: org,4,404,0.9964667574179948,0.9960335175662866,0.9393781725556909,0.9339339104741896,-0.030620926853892023,-0.206604266774305
2,2: org,5,404,0.9973200912007375,0.9968545814376204,0.9405827214151486,0.9324471416450945,-0.03405322615664125,-0.22134088220016943
2,2: org,6,404,0.997061494293041,0.9966625261723053,0.9327852868332484,0.9250827612927235,-0.027992098707042033,-0.19933576640815592
2,2: org,7,404,0.9967648992236566,0.9943907768546705,0.9596191956493886,0.9299951104106203,-0.08725676292392504,-0.27882449032924606
2,2: org,8,404,0.9966493331589619,0.9940022922795949,0.960428008535829,0.9284518516555181,-0.08834470020393001,-0.2683278820512634
2,2: org,9,404,0.9966114728679776,0.9941318993117986,0.958564527052627,0.926447880745864,-0.08541919571787318,-0.24301073213669097
2,2: org,10,404,0.9964395108645954,0.9945459042949222,0.9500127897581752,0.9203814424354964,-0.07310465312796809,-0.205528643162666
2,2: org,11,404,0.9945954785127246,0.9919178411687014,0.9572971449724196,0.9375256427050157,-0.12924720426021374,-0.30375688877333773
2,2: org,12,404,0.9934122954425596,0.9911578756074786,0.9525182310145188,0.937715032157316,-0.1108772428529577,-0.23229197555711348
2,2: org,13,404,0.9920453529436939,0.9898254365922865,0.9450995450168476,0.9307645554666233,-0.09688118861495781,-0.18620509322516499
2,2: org,14,404,0.9920927073273373,0.9905310109714283,0.9397304184935581,0.9276478513769532,-0.07261526466742921,-0.12809170663244449
2,2: org,15,404,0.9866555883875329,0.9823284723104894,0.939467149637171,0.9186348962191295,-0.16799748652637264,-0.19852769857014316
2,2: org,16,404,0.9827809382214173,0.9787946406109891,0.9305048419656771,0.914036000848079,-0.1471087630867612,-0.15415108927870325
2,2: org,17,404,0.9766664143737434,0.9726916184729695,0.9123100280505696,0.8974314684399132,-0.12303989246027847,-0.12407817675990844
2,2: org,18,404,0.9727881599638014,0.9683760622434133,0.8936870366766473,0.8776328227095279,-0.1328241505985666,-0.11009324186763264
2,2: org,19,404,0.9693706126047578,0.9583992483834759,0.9206619535167363,0.8930554946516532,-0.32979954846890447,-0.17302717489295075
2,2: org,20,404,0.9662297826013209,0.9552947637101351,0.9164704009194012,0.8920591998732186,-0.3444018021968306,-0.15711818995233945
2,2: org,21,404,0.9640223863447837,0.9524069533709832,0.9150671110941916,0.8912760748839416,-0.37273890354030276,-0.1360740043832726
2,2: org,22,404,0.9678902991325092,0.954296785596561,0.9128858787884876,0.8865321827190622,-0.4621825855082766,-0.13466934492362123
2,2: org,23,404,0.9630009416841372,0.9477882136420951,0.9181045209743952,0.8899043712343891,-0.5799542770649174,-0.15705830341819746
2,2: org,24,404,0.9625138909203189,0.947012981652039,0.91843132854099,0.8911066239965291,-0.6394748620978071,-0.1537938059999066
2,2: org,25,404,0.9643916810620834,0.9489245175930305,0.9189294645217181,0.8916764905879216,-0.6854299277801787,-0.15316056266830955
2,2: org,26,404,0.9739129214717193,0.9592390210939244,0.9175666191293705,0.8900114490073437,-0.7260676103770937,-0.15329710168704516
2,2: org,27,404,0.9639917342216208,0.9455376714617298,0.9271418021246112,0.8944940226713707,-0.905419656775733,-0.18503352237609533
2,2: org,28,404,0.9654729775787112,0.9490969308372851,0.9245170708513253,0.8939828791644002,-0.9616909693322093,-0.1775794755854022
2,2: org,29,404,0.9622936525166562,0.9456269057965012,0.9231855087484365,0.8943066417393899,-1.0168815396973943,-0.17148502599721688
2,2: org,30,404,0.9605047987860217,0.943685220192343,0.9207720096220599,0.8926026061604643,-1.0551354595931823,-0.1490327962854231
2,2: org,31,404,0.9533450571773233,0.9373751025164131,0.9186116471318205,0.8939815842878462,-3.1734589874090187,-0.13308264188542157
