conflict_type_idx,layer,n,mean_cosine_delta,frac_cosine_new,mean_centered_cosine_delta,frac_centered_cosine_new,mean_projection,frac_projection_new
9,19,70,-0.00927672769153586,0.2,-0.05325486778304715,0.18571428571428572,-1.9240626928095605,0.2
9,20,70,-0.009174758580282816,0.18571428571428572,-0.049384795455508286,0.17142857142857143,-2.2318992650731317,0.18571428571428572
9,21,70,-0.008818794058259867,0.18571428571428572,-0.04665419428171741,0.17142857142857143,-2.423345838604333,0.18571428571428572
9,22,70,-0.005272635311688057,0.18571428571428572,-0.034341834459262546,0.17142857142857143,-2.2264170900843276,0.18571428571428572
9,23,70,-0.006352436148628353,0.2,-0.028565618467505435,0.18571428571428572,-2.2774861763743495,0.2
9,24,70,-0.006741153540207323,0.2,-0.02934947544223798,0.17142857142857143,-2.725166194713018,0.2
9,25,70,-0.006627925708413437,0.17142857142857143,-0.029449695685197966,0.17142857142857143,-3.0439689931716174,0.18571428571428572
9,26,70,-0.0042133571186975865,0.2,-0.025764228329794338,0.18571428571428572,-3.158532173527124,0.21428571428571427
9,27,70,-0.005978005385550311,0.21428571428571427,-0.01883690101990999,0.2,-3.0029125248758297,0.21428571428571427
9,28,70,-0.004416004565494249,0.2714285714285714,-0.015211728976316457,0.24285714285714285,-3.0528050103622357,0.2857142857142857
9,29,70,-0.00531334148977358,0.2857142857142857,-0.014802955830405742,0.24285714285714285,-3.1847630012279815,0.2857142857142857
9,30,70,-0.0048883463415166075,0.2857142857142857,-0.011970567713529523,0.2571428571428571,-3.330065173324018,0.2857142857142857
9,31,70,-0.004956550347532248,0.2857142857142857,-0.010194511933001416,0.2714285714285714,-2.111012573670989,0.3
