model_id,layer,type_a,type_b,space,overlap,sigma_1,sigma_2,angle_1_deg,angle_2_deg,mean_angle_deg,shared_dimension_sigma_ge_0_5
Qwen/Qwen3.5-4B,31,6,7,label_residualized,0.006131807830552044,0.104555587601726,0.03649307828016007,83.99843732742397,87.90863626404953,85.95353679573675,0
Qwen/Qwen3.5-4B,31,6,8,raw,0.0423132383073568,0.24805439702527368,0.15197201298640978,75.63758875917404,81.25877507208878,78.44818191563141,0
Qwen/Qwen3.5-4B,31,6,8,label_residualized,0.028777549749664493,0.23870713807341298,0.023958333250239553,76.18975283009405,88.62715726354261,82.40845504681833,0
Qwen/Qwen3.5-4B,31,6,9,raw,0.01851688602644544,0.19196950675959137,0.013471470868842785,78.9322552769864,89.22811822726274,84.08018675212458,0
Qwen/Qwen3.5-4B,31,6,9,label_residualized,0.006074294817037131,0.10773675265674876,0.02326761184678825,83.81513435208429,88.66674372326712,86.2409390376757,0
Qwen/Qwen3.5-4B,31,7,8,raw,0.003338168357764537,0.07647248689441813,0.02878012271885097,85.61416739267429,88.350792709068,86.98248005087115,0
Qwen/Qwen3.5-4B,31,7,8,label_residualized,0.018658944120961096,0.19153523966849684,0.025142398593882596,78.95760739946002,88.55929485859879,83.7584511290294,0
Qwen/Qwen3.5-4B,31,7,9,raw,0.37556612327763256,0.8058575719615527,0.31894485458695837,36.306842874185485,71.40087383353007,53.853858353857774,1
Qwen/Qwen3.5-4B,31,7,9,label_residualized,0.38810987587398404,0.8124424496026676,0.34081815948036714,35.66474359247931,70.07327140251044,52.86900749749488,1
Qwen/Qwen3.5-4B,31,8,9,raw,0.04692356187130758,0.3044919836045893,0.0336415764071435,72.27239695767209,88.07211589006685,80.17225642386947,0
Qwen/Qwen3.5-4B,31,8,9,label_residualized,0.008885768396986238,0.12283298892534084,0.051803413262444115,82.9443692153017,87.03055391334978,84.98746156432574,0
